"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"365442","PHL","Philippines",2009,46083.724,45802.676,91886.4,1.6813,306.288,2864.40149994999,0.221947970537533,3.199,68.046,64.756,71.553,1.20725134595336,1.30352989195123,1.48326627998966,0.740509259259259,0.77484937269237
"365537","PHL","Philippines",2010,46845.672,46598.65,93444.322,1.7073,311.481,3023.65651393221,0.238109705584894,3.151,68.207,64.901,71.726,1.29516058135485,1.37600355570701,1.50841486747871,0.729398148148148,0.787489268333712
"365585","POL","Poland",1960,14342.846,15302.733,29645.579,1.3318,91.711,3214.66555763672,1.83760958084172,2.974,67.314,64.402,70.012,0.700906844660818,0.628674094010019,0.777080537785324,1.45927379784102,5.71633206594792
"365656","POL","Poland",1961,14549.862,15493.19,30043.052,1.2388,92.941,3426.20930246881,1.88289791596406,2.845,67.763,64.772,70.542,0.718180864344589,0.670044516450968,0.787499242462846,1.39597644749755,5.4955717813483
"365722","POL","Poland",1962,14742.497,15675.03,30417.527,1.1446,94.099,3340.53330341865,1.94381351251862,2.72,68.162,65.097,71.022,0.741415483393608,0.653289342354146,0.79731511532494,1.33464180569185,5.81887182663125
"365778","POL","Poland",1963,14920.675,15847.02,30767.695,1.0498,95.182,3502.40802236104,2.04935728854566,2.604,68.524,65.394,71.456,0.781672323475395,0.684946272274111,0.806493844394634,1.27772325809617,5.8512808201146
"365836","POL","Poland",1964,15084.784,16007.603,31092.387,0.9585,96.187,3621.88765634693,2.13229045425171,2.5,68.857,65.673,71.85,0.813304953223729,0.708312233461049,0.815004787425114,1.22669283611384,5.88723521149289
"365911","POL","Poland",1965,15235.699,16156.126,31391.825,0.8676,97.113,3786.83857666934,2.14762919964035,2.413,69.166,65.94,72.208,0.819155505889265,0.740570758813231,0.822853763559915,1.18400392541708,5.67129851499841
"365966","POL","Poland",1966,15373.105,16292.252,31665.357,0.789,97.959,3991.39490328285,2.17606894499879,2.345,69.451,66.191,72.532,0.830003083301768,0.780574691104809,0.830023682341447,1.15063788027478,5.45190089612284
"366045","POL","Poland",1967,15498.49,16417.708,31916.198,0.7405,98.735,4102.90394400433,2.21539545531081,2.295,69.708,66.417,72.827,0.845003124954629,0.802381888118809,0.836598816501539,1.1261040235525,5.39957914088684
"366114","POL","Poland",1968,15616.882,16536.536,32153.418,0.7299,99.469,4317.45205089672,2.34146180042196,2.26,69.934,66.608,73.095,0.893087748092753,0.844339856779566,0.842816912129674,1.10893032384691,5.42324911271603
"366207","POL","Poland",1969,15734.851,16654.125,32388.976,0.7477,100.198,4241.26747888833,2.4724461804535,2.239,70.13,66.763,73.34,0.943048223628423,0.829440867778631,0.848991442818369,1.09862610402355,5.82949835812181
"366253","POL","Poland",1970,15857.379,16774.677,32632.056,0.7749,100.95,4427.79577905382,2.54418538629622,2.229,70.295,66.876,73.564,0.970411217884616,0.865919160158126,0.85536314286595,1.0937193326791,5.74594112567652
"366293","POL","Poland",1971,15986.431,16899.486,32885.917,0.8005,101.735,4706.95957836418,2.59755566493706,2.228,70.424,66.943,73.767,0.990767877966723,0.920513656993082,0.862017438348009,1.09322865554465,5.51854253619869
"366387","POL","Poland",1972,16121.681,17028.53,33150.211,0.8282,102.553,5009.785533978,2.71428136611257,2.231,70.518,66.964,73.949,1.03528976322174,0.979735628882497,0.868945207363869,1.09470068694799,5.41795920744198
"366401","POL","Poland",1973,16262.92,17162.997,33425.917,0.8548,103.406,5339.54505547756,2.74227330846301,2.236,70.583,66.947,74.111,1.04596653819795,1.04422484703069,0.876172111812274,1.09715407262022,5.13578082022148
"366519","POL","Poland",1974,16409.052,17303.812,33712.864,0.8793,104.293,5600.60809117561,2.80587255950726,2.242,70.622,66.901,74.255,1.07022476521034,1.09527947915473,0.88369366937996,1.10009813542689,5.00994269520166
"366590","POL","Poland",1975,16559.162,17451.457,34010.619,0.9012,105.215,5807.86985221696,3.01129479589889,2.248,70.647,66.841,74.385,1.14857756279778,1.1358124980674,0.891498530115798,1.10304219823356,5.18485240289851
"366611","POL","Poland",1976,16712.588,17605.937,34318.525,0.9213,106.167,5895.40442739676,3.17082392089986,2.255,70.669,66.785,74.502,1.2094256650289,1.15293114346272,0.899569472500405,1.10647693817468,5.37846717718738
"366696","POL","Poland",1977,16869.419,17766.747,34636.166,0.9394,107.15,5949.37961694583,3.29912381179834,2.266,70.694,66.746,74.608,1.25836221424888,1.16348676823313,0.907895592192743,1.11187438665358,5.54532409127386
"366728","POL","Poland",1978,17030.11,17932.965,34963.075,0.955,108.161,6110.84679092792,3.36992670124124,2.28,70.728,66.73,74.706,1.28536807574943,1.19506399687341,0.916464648021502,1.11874386653582,5.51466403354145
"366787","POL","Poland",1979,17195.327,18103.242,35298.569,0.9647,109.199,5942.08550974583,3.41849552031415,2.295,70.774,66.742,74.795,1.30389334797276,1.1620603006416,0.925258736945983,1.1261040235525,5.75302310057193
"366857","POL","Poland",1980,17364.795,18275.936,35640.731,0.9754,110.257,5739.87809220953,3.55466895446112,2.31,70.828,66.774,74.877,1.35583304890252,1.12251573131004,0.934227609875391,1.13346418056919,6.19293458389946
"366922","POL","Poland",1981,17539.001,18451.054,35990.055,0.9742,111.338,5385.24112190376,3.10710833867856,2.319,70.882,66.816,74.95,1.18512306661188,1.05316137017602,0.943384215714707,1.1378802747792,5.76967357327939
"367017","POL","Poland",1982,17715.508,18626.874,36342.382,0.9395,112.428,5288.24340010007,3.16814676594396,2.321,70.928,66.852,75.013,1.2084045361382,1.03419207032736,0.9526195372659,1.13886162904809,5.99092463460363
"367045","POL","Poland",1983,17887.534,18797.895,36685.429,0.8628,113.489,5497.59673171683,3.13947534864592,2.313,70.96,66.871,75.066,1.19746859368349,1.0751341259541,0.961611608132373,1.13493621197252,5.71063230326371
"367132","POL","Poland",1984,18046.216,18957.106,37003.322,0.7571,114.473,5650.48167101377,3.19765884803532,2.294,70.978,66.871,75.113,1.219661127611,1.10503297514293,0.969944333338995,1.12561334641806,5.65909073635066
"367171","POL","Poland",1985,18185.117,19099.428,37284.545,0.6396,115.343,5660.39891530445,3.26135131862277,2.266,70.979,66.847,75.153,1.24395491071571,1.10697243492738,0.97731585136796,1.11187438665358,5.76169872021707
"367247","POL","Poland",1986,18301.446,19222.34,37523.786,0.5301,116.083,5796.52361512994,3.29484343610743,2.228,70.963,66.799,75.187,1.25672957984669,1.133593578185,0.983586922172153,1.09322865554465,5.68417150498157
"367306","POL","Poland",1987,18396.495,19326.75,37723.245,0.4368,116.7,5682.95656945714,3.36405311897213,2.186,70.937,66.737,75.217,1.28312775546703,1.11138390869757,0.988815212939762,1.07262021589794,5.91954747120913
"367405","POL","Poland",1988,18473.041,19415.335,37888.376,0.3687,117.211,5789.14600816761,3.20992908220717,2.14,70.913,66.675,75.251,1.22434127904594,1.13215078101377,0.993143685872776,1.05004906771344,5.54473678445567
"367443","POL","Poland",1989,18535.807,19492.521,38028.328,0.3193,117.644,5683.80962469109,3.03899766510902,2.091,70.902,66.626,75.297,1.15914407858468,1.1115507359201,0.996812157836981,1.02600588812561,5.34676188292318
"367546","POL","Poland",1990,18588.371,19561.573,38149.944,0.2759,118.02,5113.40548030518,2.6217600738811,2.038,70.921,66.611,75.365,1,1,1,1,5.12722897485656
"367593","POL","Poland",1991,18631.75,19623.599,38255.349,0.2282,118.346,4738.03852329294,2.57760032459774,1.979,70.987,66.651,75.467,0.98315644908804,0.926591591756609,1.00276291362315,0.971050049067714,5.44022660838627
"367671","POL","Poland",1992,18665.138,19677.628,38342.766,0.1773,118.616,4842.32786996328,2.54107906560523,1.913,71.108,66.755,75.61,0.96922639524507,0.946986873740801,1.00505431934579,0.938665358194308,5.24763942848112
"367709","POL","Poland",1993,18688.286,19722.508,38410.794,0.1199,118.827,5010.67569587512,2.50276003146407,1.84,71.289,66.93,75.795,0.95461062833226,0.979909712846803,1.00683749365399,0.902845927379784,4.99485535159338
"367771","POL","Poland",1994,18700.503,19756.363,38456.866,0.0599,118.969,5264.85655657967,2.38376158889286,1.761,71.529,67.174,76.023,0.909221866882762,1.0296184366481,1.00804514942407,0.864082433758587,4.52768572756992
"367813","POL","Poland",1995,18701.685,19778.214,38479.899,9e-04,119.041,5623.22671333947,2.45782869648384,1.68,71.826,67.483,76.292,0.937472776769163,1.09970287609655,1.00864889867204,0.824337585868499,4.37085115322376
"367910","POL","Poland",1996,18692.227,19788.007,38480.234,-0.0493,119.042,5969.53935092664,2.54291592925345,1.598,72.171,67.848,76.598,0.969927017573754,1.16742929421869,1.00865767981206,0.784102060843965,4.25981935919178
"367954","POL","Poland",1997,18673.779,19787.5,38461.279,-0.0845,118.983,6388.40345456314,2.48904879112314,1.519,72.548,68.248,76.929,0.949380843777401,1.24934419520782,1.00816082456111,0.745338567222767,3.89619849282571
"368062","POL","Poland",1998,18649.036,19779.755,38428.791,-0.1004,118.883,6704.25687298998,2.3200313535755,1.448,72.938,68.66,77.272,0.884913679435609,1.31111387485544,1.00730923746572,0.710500490677134,3.46053469836816
"368108","POL","Poland",1999,18621.4,19768.817,38390.217,-0.1011,118.763,7008.15454795148,2.25273537786984,1.386,73.326,69.068,77.618,0.859245436038323,1.3705454368804,1.00629812195792,0.680078508341511,3.21444877172168
"368183","POL","Poland",2000,18593.596,19757.841,38351.437,-0.0957,118.643,7308.83920385283,2.14521296816075,1.336,73.697,69.454,77.955,0.818233899254213,1.42934864680761,1.00528160670432,0.655544651619235,2.93509394354976
"368254","POL","Poland",2001,18566.745,19747.999,38314.744,-0.0893,118.53,7398.94637254668,2.15520166335967,1.3,74.039,69.802,78.275,0.822043818895005,1.44697039987236,1.00431979664243,0.637880274779195,2.91284941779874
"368285","POL","Poland",2002,18541.199,19739.348,38280.547,-0.0787,118.424,7509.18190295754,2.11527802881187,1.278,74.348,70.112,78.575,0.806816020231985,1.46852854362517,1.00342341262677,0.627085377821394,2.81692207772827
"368324","POL","Poland",2003,18517.899,19732.527,38250.426,-0.0653,118.331,7804.24709574552,2.173439846134,1.268,74.623,70.383,78.852,0.829000284116984,1.52623278670241,1.0026338701834,0.622178606476938,2.78494494019654
"368446","POL","Poland",2004,18497.597,19727.858,38225.455,-0.05,118.254,8226.14199678853,2.17580143911956,1.268,74.864,70.615,79.103,0.829901050365233,1.60874040372358,1.00197932138511,0.622178606476938,2.64498405202462
"368462","POL","Poland",2005,18480.802,19725.535,38206.337,-0.0319,118.194,8528.65295329268,2.16697036410478,1.278,75.072,70.813,79.327,0.826532673867797,1.66790077300572,1.00147819351976,0.627085377821394,2.54081198516604
"368555","POL","Poland",2006,18468.106,19726.057,38194.163,-0.0132,118.157,9064.73644590233,2.28479938151806,1.294,75.253,70.988,79.523,0.87147538948359,1.77273961175505,1.00115908427022,0.634936211972522,2.52053591977392
"368590","POL","Poland",2007,18459.581,19729.555,38189.136,0.0016,118.141,9684.48532435542,2.25391325951967,1.313,75.419,71.153,79.698,0.859694707373854,1.89394042026517,1.00102731474521,0.644259077526987,2.32734439057006
"368654","POL","Poland",2008,18454.455,19735.28,38189.735,0.0101,118.143,10185.6033786399,2.2573605184744,1.334,75.579,71.319,79.857,0.861009571761742,1.99194126455858,1.00104301594781,0.654563297350344,2.21622660392244
"368736","POL","Poland",2009,18451.506,19742.085,38193.591,0.0135,118.155,10356.1754149633,2.13334221440451,1.354,75.739,71.495,80.005,0.813706118899899,2.0252990800067,1.00114409080129,0.664376840039254,2.05997110798462
"368800","POL","Poland",2010,18449.727,19749.027,38198.754,0.0153,118.171,10762.4635077914,2.26489062967865,1.372,75.902,71.681,80.145,0.863881730537546,2.10475456117144,1.00127942520702,0.673209028459274,2.10443513052473
"372128","PRT","Portugal",1960,4245.298,4630.013,8875.311,0.2703,96.49,2955.83564796884,0.252723538363895,3.162,62.95,60.086,65.668,0.217417574681191,0.273021129006152,0.896545868709878,2.0599348534202,0.854998614478309
"372163","PRT","Portugal",1961,4255.2,4644.131,8899.331,0.1986,96.751,3119.18681902737,0.278560264810917,3.175,63.393,60.487,66.156,0.239644860822319,0.288109356654237,0.898972266135997,2.06840390879479,0.893054122669631
"372276","PRT","Portugal",1962,4262.554,4654.466,8917.02,0.0807,96.943,3330.45078604847,0.284512090362027,3.185,63.833,60.88,66.649,0.244765204913041,0.307623136736717,0.900759133083151,2.07491856677524,0.854275017525768
"372351","PRT","Portugal",1963,4264.822,4659.399,8924.221,-0.0973,97.021,3504.11821705426,0.306357271968052,3.19,64.269,61.264,67.144,0.263558572693502,0.323664244474687,0.901486547232422,2.07817589576547,0.874277786853867
"372368","PRT","Portugal",1964,4258.66,4656.879,8915.539,-0.3022,96.927,3718.38859961633,0.337164135561518,3.189,64.699,61.638,67.636,0.29006165827622,0.34345571758987,0.900609528812207,2.07752442996743,0.906747981091344
"372444","PRT","Portugal",1965,4242.495,4646.14,8888.635,-0.5503,96.635,3992.39772808185,0.3558476638989,3.18,65.122,62.008,68.12,0.306135061821845,0.368765068488001,0.897891802069812,2.07166123778502,0.891313161000789
"372534","PRT","Portugal",1966,4214.242,4625.613,8839.855,-0.7424,96.104,4163.99525733357,0.365616856837584,3.161,65.538,62.377,68.587,0.314539479744575,0.384614985990405,0.892964255589957,2.05928338762215,0.878043403612588
"372576","PRT","Portugal",1967,4176.849,4597.622,8774.471,-0.7383,95.393,4481.16005712402,0.38566427537341,3.132,65.948,62.75,69.037,0.331786235408473,0.413910488864289,0.886359444211547,2.04039087947883,0.860634903589957
"372643","PRT","Portugal",1968,4139.89,4570.04,8709.93,-0.4624,94.692,4873.3687692333,0.407351149779619,3.093,66.353,63.128,69.47,0.350443411808973,0.450137559019461,0.879839789079191,2.01498371335505,0.835871794376245
"372711","PRT","Portugal",1969,4116.306,4553.443,8669.749,0.007,94.255,4986.58928021809,0.459644218073672,3.047,66.754,63.512,69.887,0.395431038029844,0.460595377185691,0.875780876715373,1.98501628664495,0.921760731121552
"372781","PRT","Portugal",1970,4115.131,4555.221,8670.352,0.5436,94.261,5472.89975896154,0.479911311559208,2.994,67.15,63.896,70.295,0.412866779631077,0.505514327955264,0.875841789190309,1.95048859934853,0.876886719464177
"372841","PRT","Portugal",1971,4139.581,4578.028,8717.609,1.0019,94.775,5870.78511086764,0.513214116393612,2.938,67.543,64.273,70.703,0.441517118669744,0.542265731257089,0.880615488739273,1.91400651465798,0.874183106180434
"372880","PRT","Portugal",1972,4186.252,4619.136,8805.388,1.3273,95.729,6355.42252618319,0.568288416137937,2.882,67.932,64.637,71.118,0.488897432965734,0.587030146483963,0.889482547010187,1.87752442996743,0.894178811552956
"372940","PRT","Portugal",1973,4249.258,4673.784,8923.042,1.459,97.009,7062.98497652059,0.611338599549347,2.825,68.32,64.988,71.547,0.525933423073675,0.652385437521955,0.901367449706802,1.84039087947883,0.865552739502651
"373038","PRT","Portugal",1974,4319.553,4734.631,9054.184,1.444,98.434,7047.69022784476,0.623910448473325,2.769,68.708,65.328,71.99,0.536748960557856,0.650972710277053,0.914614852340281,1.80390879478827,0.885269397920347
"373083","PRT","Portugal",1975,4390.009,4795.867,9185.876,1.4039,99.866,6517.20470211208,0.634016831927624,2.711,69.103,65.668,72.449,0.545443462833573,0.601973451046762,0.927917813615908,1.76612377850163,0.97283553441578
"373130","PRT","Portugal",1976,4459.297,4856.448,9315.745,1.374,101.278,6814.19709269516,0.656415563113847,2.646,69.511,66.021,72.921,0.564713048254746,0.629405692700302,0.941036623246746,1.72377850162866,0.963305807249876
"373193","PRT","Portugal",1977,4527.918,4916.713,9444.631,1.2819,102.679,7165.66969552708,0.656245860743527,2.571,69.933,66.397,73.398,0.564567053631486,0.661870098123467,0.954056134431711,1.67491856677524,0.915819300397234
"373255","PRT","Portugal",1978,4592.671,4973.808,9566.479,1.1256,104.004,7339.99533962003,0.648305400555419,2.485,70.368,66.799,73.873,0.557735890981867,0.677972002908899,0.966364697028623,1.61889250814332,0.883250425318361
"373325","PRT","Portugal",1979,4650.145,5024.621,9674.766,0.9265,105.181,7733.30618557549,0.705546780149515,2.389,70.811,67.224,74.339,0.606980539910586,0.714300873658839,0.977303385541621,1.55635179153094,0.912348177116706
"373411","PRT","Portugal",1980,4697.898,5066.922,9764.82,0.7078,106.16,8044.24308126572,0.753623722710711,2.286,71.256,67.665,74.789,0.648341041260845,0.743021124857295,0.986400254559597,1.48925081433225,0.936848520236575
"373454","PRT","Portugal",1981,4734.595,5099.588,9834.183,0.4981,106.914,8114.45268611551,0.755019506958534,2.177,71.692,68.109,75.218,0.649541831768546,0.749506162547512,0.99340700746001,1.41824104234528,0.930462640136449
"373529","PRT","Portugal",1982,4760.438,5122.847,9883.285,0.314,107.448,8279.60424558681,0.807221485568816,2.068,72.112,68.542,75.624,0.694451093709413,0.764760686341812,0.998367080999449,1.34723127035831,0.974951775018813
"373608","PRT","Portugal",1983,4776.661,5137.705,9914.366,0.1719,107.786,8254.65904759435,0.830108551570519,1.964,72.505,68.948,76.004,0.714140792634464,0.762456577815391,1.00150675037502,1.27947882736156,1.00562427446647
"373666","PRT","Portugal",1984,4785.451,5145.971,9931.422,0.0678,107.971,8088.80825808843,0.798073025192163,1.868,72.867,69.319,76.355,0.686580690817638,0.747137468368767,1.00322967437585,1.21693811074919,0.986638574840895
"373760","PRT","Portugal",1985,4788.817,5149.345,9938.162,-0.0399,108.045,8305.99224507315,0.752050530067834,1.782,73.191,69.647,76.675,0.646987626651605,0.767198061849115,1.00391052028143,1.16091205211726,0.90543129330987
"373799","PRT","Portugal",1986,4786.588,5147.612,9934.2,-0.1365,108.002,8641.00621242018,0.837812808278472,1.71,73.472,69.926,76.96,0.720768749883751,0.798142235508015,1.00351029602655,1.11400651465798,0.96957783350999
